director_id,director,year,category
140067,VOLKER KOEPP,2014,Golden Unicorn for Career Achievement
140082,KARLOS ALASTRUEY,2017,Action on Film Award
140108,BEN DREW,2012,Douglas Hickox Award
140111,BJÖRK,2001,Oscar
140152,HEIKKI KUJANPÄÄ,2000,Grand Prix
140154,YOHANAN WELLER,2011,Haggiag Award
140156,EDOARDO LEO,2010,Audience Award
140179,IKUO SEKIMOTO,1996,Special Prize
140180,MARK SCHLICHTER,1995,Special Award
140183,VYACHESLAV ZLATOPOLSKIY,2011,Golden Zenith
140184,ERIC HAYDEN,2011,HPA Awards
140186,MIKE SANDEJAS,2009,Audience Award
140192,YU IRIE,2009,NETPAC Award
140193,TAMAS FEJER,1963,Palme d'Or
140195,VIKTOR GERTLER,1937,Special Recommendation
140197,WAYNE BLAIR,2012,Audience Award
140215,JASON GOLDWATCH,2016,Daytime Emmy
140216,ADAM HOLENDER,2007,Special Award
140217,VERENA S. FREYTAG,2011,Screenplay Award
140218,JORDI CADENA,2014,Gaudí Award
140225,EUSEBIO FERNÁNDEZ ARDAVÍN,1949,Prize of the National Syndicate of Spectacle
140230,OLIVER LAXE,2017,Special Mention
140248,CLAUDIO ZULIAN,2015,Gaudí Award
140250,LLUÍS JOSEP COMERÓN,1982,Golden Gryphon
140251,VITTORIO CAPRIOLI,1990,David
140255,MARTA PESSOA,2004,Video Award
140257,AMMA ASANTE,2005,Carl Foreman Award for the Most Promising Newcomer
140276,YURI ANCARANI,2013,Jury Award
140296,SIMON BEAUFOY,2011,Oscar
140362,IÑAKI ARTETA,2013,CEC Award
140366,ABEL GARCÍA ROURE,2008,Golden Spike
140367,CHRISTOPHER KENNEALLY,2004,Jury Award
140368,MIROSLAV TERZIĆ,2012,International Jury Award
140369,​LJUBIŠA SAMARDŽIĆ,2003,Special Mention - Feature Film
140382,GYÖRGY FEHÉR,1998,Un Certain Regard Award
140390,PHILIP SCHEFFNER,2012,Amnesty Award
140400,JAY HODGES,2009,Best Film
140402,NORMAN BUCKLEY,2008,Eddie
140404,TIM NACKASHI,2004,Jury Award
140408,ROBERT BEAUCAGE,2003,Festival Prize
140410,"ROWBY GOREN	",1985,Daytime Emmy
140413,LEVAN KOGUASHVILI,2013,New Horizons Competition
140435,DAVID ALAUX,2012,Audience Award
140436,BAHRUDIN 'BATO' ČENGIĆ,1981,Silver Dragon
140438,JANE WAGNER,1993,Primetime Emmy
140455,FRANK STIEFEL,2016,Jury Award
140460,MILICA TOMOVIĆ,2016,Golden Plaque of Belgrade
140467,DANIEL KRAUS,2003,Director's Award
140470,VLADIMIR PASKALJEVIĆ,2009,FIPRESCI Prize
140481,DANIEL BALDWIN,2016,Action on Film Award
140495,PETER TSCHERKASSKY,2015,Grand Jury Prize
140514,RICARDO MÉNDEZ MATTA,2002,ALMA Award
140518,GORDAN MATIC,2012,Fifth International Film Award
140520,ANDREW P. JONES,2016,Primetime Emmy
140526,JESSICA GORTER,2012,Golden Calf
140529,BOJAN VULETIĆ,2017,Politiken's Audience Award
140537,ROBERT RICHMAN,2004,Primetime Emmy
140542,JOHN DEXTER,2012,Excellence in Production Design Award
140551,ROBERT KRAMER,1985,"Reader Jury of the ""Zitty"""
140556,GEORGES ROUQUIER,1954,Grand Prize of the Festival
140563,TIMOTHY QUAY,1992,BAFTA Film Award
140592,SIDNEY DREW,1960,Star on the Walk of Fame
140593,NATHAN KUROSAWA,2003,Audience Award
140596,JESÚS FONT,2001,Atv Award
140598,LUIS TRENKER,1982,Honorary Award
140604,AZUCENA RODRÍGUEZ,2014,Iris Award
140613,PREDRAG VELINOVIĆ,2011,Moon of Valencia
140616,MOHAMED ISMAIL,2003,Golden Crow Pheasant
140618,ANTHONY GIACCHINO,2008,Primetime Emmy
140622,ISABELLE LAVIGNE,2012,Genie
140626,NATALIA ALMADA,2011,Best Documentary
140647,ZOU PENG,2011,Critics Week Grand Prize
140651,HAGAR BEN-ASHER,2011,Award of the Israeli Film Academy
140660,CHRISTIAN ROUAUD,1997,SACD Award
140664,GUST VAN DEN BERGHE,2010,City of Athens Award
140680,ROLAND EDZARD,2006,European Jury Award
140685,JEAN-JACQUES JAUFFRET,2011,Best Directorial Debut
140689,VALÉRIE MRÉJEN,2011,Golden Camera
140693,LEILA KILANI,2011,Black Pearl Award
140705,STEVE FEKE,1989,Razzie Award
140706,LYUDMIL KIRKOV,1978,Golden Rose
140713,RAJAN KHOSA,2012,Deutsches Kinderhilfswerk - Special Mention
140724,RAFFAELE VERZILLO,2012,Silver Ribbon
140725,MERAL USLU,2005,Golden Calf
140727,ZELIMIR ZILNIK,1995,Teddy
140733,ÁLVARO LONGORIA,2015,Foxtel Movies International Award
140740,ORIOL PAULO,2017,Iris Award
140749,RAM DEVINENI,2016,Independent Spirit Award
140751,KURT MEISEL,1959,Palme d'Or
140752,VLADIMIR PERIŠIĆ,2003,Best Team: Director - Cinematographer
140765,LEONARDO DI CESARE,2005,Grand Jury Prize
140774,MASSIMO AMICI,2016,LAIFF May Award
140776,MILOŠ PUŠIĆ,2013,East of West Award
140778,DAVID ISMALONE,2016,OFTA Film Award
140779,LAV DIAZ,2017,Asian Film Award
140847,MARY WALSH,2013,Canadian Comedy Award
140881,LEA THOMPSON,1986,Saturn Award
140891,MARIANO LLINÁS,2015,Award of the Argentinean Academy
140903,STEPHEN AMIS,2013,AACTA Award
140904,GENEVIÈVE MERSCH,1995,Golden Iris
140908,ONUR TUKEL,2015,Festival Award
140914,JONATHAN STRAITON,2006,B-Movie Award
140926,THOMAS C. GRANE,2010,Primetime Emmy
140927,ERIC FRIEDLER,2013,Adolf Grimme Award
140933,TIMO VELTKAMP,2000,Grolsch Film Boulevard
140935,BÙI THẠC CHUYÊN,2006,Grand Jury Award
140947,SOCHEATA POEUV,2006,Movies That Matter Award
140956,NINA KUSTURICA,2004,Grand Prix
140962,GREG POSCHMAN,2004,Primetime Emmy
140964,MICHAEL LOHMANN,2010,Streamy Award
140965,TROND ESPEN SEIM,2008,Amanda
140968,ALAN GREENBERG,1982,Gold Hugo
140969,JORGE TORREGROSSA,2001,Best Short Film
140974,CLAUDIA WEILL,1979,Special David
140978,TATIANA MERENUK,1998,Youth Jury Award
140979,ED PALMOS,2009,FAMAS Award
140981,ALI İLHAN,2006,Best Short
140982,JAIME CAMINO,1992,Golden Berlin Bear
140995,ARTURO RUIZ CASTILLO,1948,"""Gimeno"" Revelation Award"
140997,AIDA BEGIĆ,2012,Un Certain Regard - Special Distinction of the Jury
141011,SERGIO LAPEL,2015,Festival Award
141017,PETRA KATHARINA WAGNER,1999,Max Ophüls Award
141019,VISA KOISO-KANTTILA,2011,Silver FIPA
141024,BERTRAND MANDICO,2014,Gold Plaque
141027,SZABOLCS TOLNAI,2002,Grand Prix
141031,JULIAN SHAW,2008,Best Documentary
141034,JOHN SALCIDO,2011,Audience Recognition
141046,HENDRIK MOONEN,2007,Special Mention
141048,DUSTIN REES,2008,Best Super Short
141051,MANUEL IBORRA,1990,Goya
141053,ALEKSANDAR RAJKOVIĆ,2007,Grand Prize
141054,MARKUS HEIDINGSFELDER,2012,Adolf Grimme Award
141055,PIERRE DUCULOT,2011,Golden Unicorn
141061,ALEX DAWSON,2011,Audience Award
141063,PAUL DUANE,2015,George Morrison Feature Documentary Award
141067,SARA TERRY,2012,Jury Award
141069,BENJAMIN NOLOT,2011,Award of Merit
141072,ROB HOLDER,2011,Golden Precolumbian Circle
141074,SARA BLECHER,2016,AMVC Award
141083,ROMY SUZARA,1981,FAMAS Award
141086,SIMON X. ROST,2004,Best Film
141087,NANCY DONNELLY,2005,Emmy
141088,ANNE HØEGH KROHN,2009,German Independence Award - Audience Award
141090,SATHYAN RAMESH,2011,Adolf Grimme Award
141091,LAWRENCE FAJARDO,2013,Festival Prize
141112,CĂLIN PETER NETZER,2017,Golden Berlin Bear
141145,JAMIE BRADSHAW,2006,Jury Award
141146,JEFFREY JETURIAN,2014,Audience Award
141189,VIBEKE RINGEN,2002,Amanda
141192,JON HAUKELAND,2011,Amanda
141194,MATTHEW GROFF,2010,Best Documentary Film
141195,TIM TRACHTE,2012,Festival Prize
141196,MATEU ADROVER,2007,Barcelona Film Award
141200,ALEXANDRE DE LA PATELLIÈRE,2013,César
141201,STUART BLUMBERG,2011,Oscar
141228,DORNA VAN ROUVEROY,2001,Joseph Plateau Award
141229,TOSHIYUKI MORIOKA,2007,Japanese Eyes: Special Award
141230,PEDRO AGUILERA,2017,Best Feature Film - Avant-Garde and Genre
141236,STEFAN NADELMAN,2003,Jury Award
141241,LISANDRO DUQUE NARANJO,2001,Golden Precolumbian Circle
141252,ADAM PARRISH KING,2007,Special Distinction
141262,FRÉDÉRIC COMPAIN,1982,Grand Prix
141263,SCOTT ELLIS,2007,Primetime Emmy
141265,JILL GOODACRE,1994,CableACE
141266,STÉPHANE DROUOT,1984,Grand Prix
141268,MILAN SPASIĆ,1998,Bronze Camera 300
141270,WINCY AQUINO ONG,2011,NETPAC Award
141272,SEPPO HUUNONEN,1973,Jussi
141273,NICK WHITE,2011,Festival Prize
141274,DAVID BERNET,2011,Grand Prize of the Cinéma Suisse Jury
141275,JON WATTS,2015,Grand Special Prize
141277,JOHNNY REMO,2016,Action on Film Award
141281,HOLGER MANDEL,2003,Jury Award
141282,FRANCISCO MANSO,2012,Audience Award
141286,BRUNO ROLLAND,1995,Grand Prix
141287,LESZEK DAWID,2012,Best Directorial Debut
141296,MARCIN KOSZAŁKA,2015,Cairo Film Critics' Week
141344,HORACE JACKSON,1931,Oscar
141345,MICHAEL KAM,2010,Grand Prize Chéries-Chéris
141350,PHILIPPE DECOUFLÉ,1996,Critics Award
141354,DIDIER FLAMAND,1994,Oscar
141360,MICHEL FRANCO,2013,Silver Ariel
141387,JODIE COPELAN,1955,Primetime Emmy
141391,YONGGANG WU,1981,Golden Rooster
141392,JOYCE BUÑUEL,2000,Le Roger
141393,PETAR B. VASILEV,1962,Golden Rose
141394,SERKAN ACAR,2014,Grand Festival Prize
141395,ISABEL DE OCAMPO,2013,CEC Award
141399,BRIAR MARCH,2011,David L. Wolper Student Documentary Award
141402,NICOLAS HUMBERT,1990,Special Mention
141406,HUGO BUTLER,1941,Oscar
141407,ALEX BEH,2008,Jury Prize
141413,ALEXIS ALEXIOU,2016,Hellenic Film Academy Award
141424,DEBORAH DICKSON,2002,Oscar
141445,MICHAEL IRONSIDE,2014,BTVA Special/DVD Voice Acting Award
141456,TETSUAKI MATSUE,2012,Lino Brocka Award
141465,LUIS ALCORIZA,1992,Salvador Toscano Medal
141482,ZACH CLARK,2013,Bunny
141487,NELSAN ELLIS,2015,Black Reel
141496,RYAN COOGLER,2014,Hollywood Award
141548,TARIQ TAPA,2010,John Cassavetes Award
141553,HENRY CORRA,2014,Golden Frog
141556,ZORNITSA SOPHIA,2004,Special Prize of the Jury
141562,ALEKSANDAR DAVIĆ,2016,Jury Prize
141563,VICTOR VICAS,1957,Golden Berlin Bear
141565,TOSHIYUKI KUBOOKA,2013,Cristal
141567,MENELIK SHABAZZ,1983,Golden Unicorn
141568,ANTON KING,2016,Festival Award
141569,JAMES RONALD WHITNEY,2001,Truer Than Fiction Award
141576,JESSE QUACKENBUSH,2008,Most Memorable Film
141577,DARREN MCGAVIN,1990,Primetime Emmy
141580,MICHAEL MINER,1988,Saturn Award
141585,TONY WASH,2012,Action on Film Award
141589,MARIE-CASTILLE MENTION-SCHAAR,2010,César
141594,PAUL KIMBALL,2016,Accolade Global Film Competiton
141611,BOB CHRISTIE,2009,Audience Award
141618,GEORGE BLOOMFIELD,1999,Gemini
141628,MATTHEW TABAK,1995,CableACE
141630,ARTUR SERRA ARAÚJO,2013,Prémio Autores
141635,THOMAS BORNOT,2010,Best Documentary
141638,PAOLA DI FLORIO,2000,Oscar
141647,BARBARA SONNEBORN,1999,Oscar
141658,REGAN HALL,2010,Festival Prize
141660,JULIAN SIMPSON,2001,Directors' Week Award
141661,STEVE GOODER,2006,BAFTA TV Award
141662,CHANOCH ZE'EVI,2012,Best Documentary
141664,ELIZABETH WOOD,2016,Prix du jury
141667,JOHN FARRIS,2002,Lifetime Achievement Award
141668,MOON HYUN-SUNG,2013,Baek Sang Film
141669,DENNIS SHINNERS,2015,Jury Award
141670,BRIAN KRINSKY,2009,Best of the Festival
141672,TILL KLEINERT,2014,DIALOGUE en Perspective
141682,CRAIG BOREHAM,2017,ADG Award
141684,TREVOR ANDERSON,2015,Grand Jury Prize
141698,DAVID BONNEVILLE,2016,February Award
141733,STEFANO SAVONA,2010,Special Jury Prize
141747,PEGGY RAJSKI,1995,Oscar
141754,NATHAN ADLOFF,2016,Slate Award
141764,MURALI NAIR,2003,Best Indian Film
141773,ROBERTO FIESCO,2017,Silver Ariel
141796,SOPHIE HYDE,2014,Asia Pacific Screen Award
141815,DAVID HILBERT,2011,Best Documentary Feature
141816,PRASHANT BHARGAVA,2005,Special Mention of the Jury
141820,MICHAEL TOSHIYUKI UNO,1983,Oscar
141826,ERWIN STRANKA,1980,Jury Prize
141827,KEIGO KIMURA,1955,Palme d'Or
141828,JANI VOLANEN,2017,Jussi
141830,JORDAN BLUM,2014,OFTA Television Award
141831,BILLY FEDERIGHI,2014,Best of the Midwest Award
141832,STEVE JODRELL,2002,AFI Award
141834,RALPH A. VILLANI,2012,Festival Prize
141835,JOSEPH L. SCANLAN,1996,Gemini
141836,DANKAN,1999,Silver Screen Award
141837,AKIRA OGATA,2001,Grand Jury Prize
141848,SILVIO POLLIO,2003,Queens Spirit Award
141849,BARBARA SASS,1996,FIPRESCI Prize
141853,PETER MAXWELL,1994,BAFTA TV Award
141855,PIERRE PRÉVERT,1960,Award
141856,GILLIAN WEARING,1998,"Prize of the Ministry for Development, Culture and Sports"
141857,DANNY HILLER,2016,Golden Wing
141859,ALAN KIRSCHEN,2008,Grand Jury Prize Award
141860,YOSHIKAZU KATÔ,2015,Pink Film Award
141865,BETH B,1993,Golden Leopard
141866,JIM FINN,2008,Honorable Mention
141867,HORACE OVÉ,1976,Gold Hugo
141868,NICOLE VEDRES,1947,Award
141872,MASSIMO COSTA,2001,Wanadoo Audience Award
141873,ADAORA NWANDU,2016,Toscar
141874,GYU-DEOK HWANG,1991,Korean Association of Film Critics Award
141875,PETER GORSKI,1961,Film Award in Gold
141876,RAFAEL MORENO ALBA,1992,Golden Colon
141878,ANA PITERBARG,2012,Award of the Argentinean Academy
141883,MICHAEL VALVERDE,2003,Best of ...
141884,JOCHEN BAUER,1972,Special Recognition
141886,BEVAN WALSH,2010,Maverick Movie Award
141889,PIOTR BERNAŚ,2011,European Film Award
141892,DANIEL KUŠAN,2011,"Audience Award ""Golden Gate Pula"""
141894,DEV ANAND,2003,Lifetime Achievement Award
141903,OLIVER ZIEGENBALG,2015,Bavarian Film Award
141906,ORVILLE O. DULL,1949,Oscar
141908,IGOR APASYAN,2007,Jury Special Diploma
141910,NANCY HAMILTON,1956,Oscar
141911,JEROME HILL,1958,Oscar
141912,FABRIZIO CATTANI,2012,Italian Competition Award
141918,LARRY LANSBURGH,1976,Oscar
141922,LOUIS CLYDE STOUMEN,1963,Oscar
141925,RICHARD KAPLAN,1992,Bronze Wrangler
141926,ARNOLD SCHWARTZMAN,1982,Oscar
141927,ALLIE LIGHT,1992,Oscar
141933,SUSAN RAYMOND,1994,Oscar
141947,PATRICIA MAZUY,1989,Audience Award
141956,CEMIL AĞACIKOĞLU,2011,Golden Zenith
141961,JON HARMON FELDMAN,1997,Feature Film Award
141963,TARA MIELE,2010,Spirit of Moondance Award
141965,COLIN KENNEDY,2011,Audience Award
141974,ELRED KUMAR,2012,Filmfare Award - Tamil Film Industry
141977,STAN HARRIS,1978,Primetime Emmy
141985,MICHAEL A. PINCKNEY,2013,Honorable Mention
141986,TURK PIPKIN,2016,Earth Award
141989,JAMIL WALKER SMITH,2011,Panavision Spirit Award for Independent Cinema
141990,BOUDEWIJN KOOLE,2012,Deutsches Kinderhilfswerk Grand Prix
142013,JUSTIN SIMIEN,2014,Rising Star Award
142033,NOAH HUTTON,2016,Global Health Competition
142036,JEYMES SAMUEL,2014,Black Reel
142037,ADAM DEYOE,2016,GenreBlast Film Festival Award
142039,JAY MIRACLE,1992,Primetime Emmy
142042,AUGUSTO SALVADOR,2003,FAMAS Award
142071,ZAK LEVITT,2014,Emmy
142072,JOSE N. CARREON,1999,FAMAS Award
142082,ALBERTO GOUT,1957,Silver Ariel
142083,PATRICIA MARTÍNEZ DE VELASCO,2011,Audience Award
142089,MAX PORCELIJN,2015,Jury Prize
142095,KIRSI LIIMATAINEN,2007,Special Mention
142096,THOMAS LAWES,1998,Commendation Award
142098,SACHA POLAK,2015,C.I.C.A.E. Award
142106,MATTHEW K. HACKER,2011,Festival Prize
142109,EDGAR NITO,2015,Festival Prize
142110,NINA ROSENBLUM,1993,Oscar
142117,OWEN LAND,1999,Independent/Experimental Film and Video Award
142118,ISHU PATEL,1985,Oscar
142129,RAVI BABU,2009,Filmfare Award - Telugu Film Industry
142130,GÖRAN GENTELE,1960,Golden Berlin Bear
142133,STEFANO TUMMOLINI,1997,Golden Globe
142139,SØLVE SKAGEN,1987,Amanda
142141,MIGUEL ÁNGEL TOLEDO,2012,Narcisse Award
142142,RIGOBERTO PÉREZCANO,2015,Silver Ariel
142165,JAVIER VAN DE COUTER,2014,Award of the Argentinean Academy
142170,LILLIAN LIBERMAN,2013,Premio ACE
142171,GARTH DONOVAN,2010,SXSW Competition Award
142172,JEREMY KIPP WALKER,2012,Audience Award
142181,JONATHAN HOLIFF,2013,Genre Award
142184,SUNIL DUTT,1972,Golden Berlin Bear
142189,SZOMJAS GYÖRGY,1987,Bronze Rosa Camuna
142191,GAVIN RAPP,2013,Artistic Spirit Award
142193,BRIAN ACKLEY,2015,NYC Chain Film Festival Award
142196,KRIS ARNOLD,2009,Feature Film Award
142197,STU ZICHERMAN,2014,Oglethorpe Award for Excellence in Georgia Cinema
142200,LEORA BARISH,2007,Razzie Award
142201,STEVE HUDGINS,2014,Rondo Statuette
142205,JEAN CARLOMUSTO,2016,Emmy
142207,VINCENZO MARRA,2001,Grand Prix
142239,LEIF KALDOR,2011,Banff Rockie Award
142242,JON LEFKOVITZ,2014,Audience Award
142245,TODD MCFARLANE,1999,Primetime Emmy
142248,VINCE DIPERSIO,1995,Oscar
142265,STEVE BLAIR,2008,Jury Award
142266,CHRISTIAN DE REZENDES,2015,Bonehead Award
142295,ROBERTO BODEGAS,1972,CEC Award
142299,SERGIO VÉJAR,2000,Silver Ariel
142303,PETER ENGERT,2011,Golden Palm Award
142305,PJ WOODSIDE,2011,MayDay Film Fest Award
142309,STEPHEN SINCLAIR,2003,Saturn Award
142326,MARTIN STRANGE-HANSEN,2003,Oscar
142332,CARL JØRGEN KIØNIG,1998,Amanda
142333,VIVIENNE VERDON-ROE,1987,Oscar
142336,NORMA BENGELL,1993,Candango Trophy
142342,NIGEL PATRICK,1958,Golden Globe
142345,MARK COUSINS,2015,Foxtel Movies International Award
142361,MASAHIDE ICHII,2009,Lotus
142364,GABRIEL VELÁZQUEZ,1997,'La Galería' Award
142379,PEDRO MARIO HERRERO,1963,CEC Award
142380,ARUN KUMAR ARAVIND,2012,NETPAC Award
142381,ALBERTO PORLAN,2004,Best Documentary
142382,HAFSTEINN GUNNAR SIGURÐSSON,2008,Special Jury Award
142405,RONALD EICHHORN,1997,Adolf Grimme Award
142406,KIT WONG,2002,Best Film
142408,NIELS BOLBRINKER,2014,Viktor Award
142409,HUGO DE SOUSA,2011,Prémio Autores
142415,ANIRUDDHA ROY CHOWDHURY,2007,Best Indian Film
142416,CHARLEY CHASE,1960,Star on the Walk of Fame
142417,HANS WALTHER,2012,Golden Film
142418,JOHN TINTORI,1997,Gold Hugo
142419,CLARK JONES,1985,Primetime Emmy
142431,MARTIN HOLLÝ,1980,Special Prize of the Jury
142433,ERIC BYLER,2003,John Cassavetes Award
142440,JORGE BODANZKY,2000,Candango Trophy
142461,JOHN B. BREDAR,1995,CableACE
142468,MICHAELA PAVLÁTOVÁ,1993,Oscar
142496,LASSE GLOMM,1986,Gold Hugo
142498,SYLVIE TESTUD,2000,Prix Michel Simon
142515,CHRIS NEWBY,1991,Teddy
142520,SIMON DONALD,2007,BAFTA TV Award
142522,NATHAN SILVER,2016,Audience Award
142542,ANJA FRANKE,1990,Chaplin Shoe
142543,JARED MOSHE,2012,Golden Starfish Award
142546,ADÁN MARTÍN,2001,Special Mention of the Youth Jury
142548,DAVID BISBANO,2013,Audience Award
142549,HOËL CAOUISSIN,2005,Children's Jury Award
142552,JEAN RENO,1995,César
142557,MARIA ESPERANÇA PASCOAL,2012,TAP Award
142559,JĀNIS STREIČS,1994,Rights of the Child Award
142564,JURIS POŠKUS,1999,Jury Award
142579,GUNNAR JÄRVSTAD,2014,Sleepwalkers Jury Prize
142580,ARNON GOLDFINGER,2011,Award of the Israeli Film Academy
142592,ÁNGEL FERNÁNDEZ SANTOS,1994,Goya
142593,KENT JONES,2011,Primetime Emmy
142601,CARLOS VELO,1958,Special Ariel
142606,MICHAEL P. NASH,2010,Ashland Independent Film Award
142616,PAUL ZEHRER,1999,Daytime Emmy
142620,VICENTE PEÑARROCHA,2005,Goya
142625,RAÚL MARCHAND SÁNCHEZ,2002,Audience Choice Award
142629,PAUL AWAD,2013,ITV Western
142635,PHILIPPE POLLET-VILLARD,2008,Oscar
142642,BRUCE REISMAN,1991,Bronze Wrangler
142643,HARALD BRAUN,1954,Grand Prize of the Festival
142647,ZAKO HESKIYA ,1965,Palme d'Or
142654,ALEJANDRO GERBER BICECCI,2004,Golden Mikeldi
142660,TODD NORWOOD,2003,Best Achievement in Creativity
142663,HASAN TOLGA PULAT,2011,Golden Orange
142665,ROCCO MORTELLITI,1990,Jury Prize (Short Films)
142666,JAVIER REBOLLO,2002,City of Alcalá Award
142697,JESÚS PONCE,2005,Violette d'Or
142699,NICK REDMAN,1997,Oscar
142708,SANDEEP SAWANT,2004,Golden Crow Pheasant
142710,ALEKSEI KOLMOGOROV,2017,APKiT
142711,JOSHUA ROUS,2008,Best Short Film
142713,TROY SCHMIDT,1995,CableACE
142715,EMERSON REYES,2011,Balanghai Trophy
142719,DAVID RYAN KEITH,2014,Jury Award
142721,ÁLVARO CURIEL,2012,Silver Ariel
142727,PETER COHN,1997,Prism Award
142729,ALEX LEMAY,2009,Gold Hugo
142730,JENNY CARCHMAN,2012,Zelda Penzel Giving Voice to the Voiceless Award
142731,KEVIN BRESLIN,2003,Gracie
142735,MARITA GIOVANNI,2003,Humanitas Prize
142736,RAFAEL ALCÁZAR,1997,International Fantasy Film Award
142740,IVARS ZVIEDRIS,2012,Latvian Film Prize
142742,JONATHAN ZACCAÏ,2012,Magritte Award
142744,ATSUSHI FUNAHASHI,2003,Special Jury Prize
142753,FELIPE CAZALS,2005,Special Jury Award
142784,KIRSTEN JOHNSON,2016,ACCA
142822,LOURDES PORTILLO,1986,Oscar
142843,JENNIFER DWORKIN,2003,Truer Than Fiction Award
142847,STANISLAW MUCHA,2012,Adolf Grimme Award
142860,SEAN MCALLISTER,2016,BAFTA Film Award
142881,PRAKASH RAJ,2012,Popular Award
142905,YAKY YOSHA,1983,Gold Hugo
142907,ARLENE NELSON,2011,Primetime Emmy
142910,IAN CLARK,2007,Best Screenplay
142911,SID BENNETT,2006,Gold Medal
142912,BETTINA PERUT,2003,Docupolis Award
142915,YUNUS SAJAWAL,2014,Technical Award
142916,OLIVIER PÉRAY,1998,Pierrot Award for Best European First Work
142920,RICARDO ÍSCAR,2016,Special Mention
142929,CARLOS AGULLÓ,2014,Feature Documentary Award
142946,MANUELA MORENO,2014,Goya
142948,ANA DÍEZ,1986,Silver Ariel
142954,JOSÉ SÁNCHEZ MONTES,2017,Goya
142958,ALGIMANTAS PUIPA,1997,Crystal Globe
142967,JEROEN HOUBEN,2015,Golden Wing
142976,JULIAN HOBBS,2013,Primetime Emmy
142982,CHRISTINA ANDREEF,1999,AFI Award
142989,ADAM COLLIS,1998,Jury Award
142997,ERIC PAUWELS,2016,Cinéma du Réel Award
143002,RENEN SCHORR,2009,Award of the Israeli Film Academy
143004,ANDRÁS SALAMON,2008,Golden Unicorn
143012,DAVID ODELL,1981,Primetime Emmy
143015,ASIF AKBAR,2015,Festival Award
143016,ARNAB CHAUDHURI,2013,Cristal
143017,CHRISTOPHER ALENDER,2011,Best Music Video
143018,PATRIK EKLUND,2010,Oscar
143034,JYTTE REX,1986,Bodil
143040,GUY NATTIV,2007,Prize Offered by the Peninsula Festival
143068,LORENZA MAZZETTI,1956,Special Mention
143070,EYAL HALFON,2005,Award of the Israeli Film Academy
143077,MICHAEL GRIGSBY,1966,Flaherty Documentary Award
143080,TZAHI GRAD,2017,Award of the Israeli Film Academy
143094,BOBBY MARDIS,1995,Silver Award
143095,LAURENCE GREEN,1996,Silver Hugo
143099,DEVI SNIVELY,2009,AOF/WAB Award
143107,BRYN HIGGINS,1999,BAFTA TV Award
143108,DANIEL DÍAZ TORRES,1991,Peace Film Award
143124,MIIKA SOINI,2009,Special Jury Prize
143132,SIMONE BITTON,2000,Prix Planète
143139,ALEX KANG,2004,Chlotrudis Award
143140,RICK WALLACE,1992,Primetime Emmy
143147,MICHAEL BAUMGARTEN,2015,Platinum Remi Award
143150,DORON ERAN,2012,Audience Award
143152,PASCAL LAHMANI,2003,Best Fiction Short Film
143153,EMLYN WILLIAMS,2002,BAFTA Cymru Award
143155,KENNETH FINK,2004,Primetime Emmy
143160,PIERRE STEFANOS,2010,Audience Award
143195,DROR SABO,2006,Wolgin Award
143196,NESTOR FRENKEL,2009,Silver Condor
143198,DAVID AVIDAN,1983,International Fantasy Film Award
143199,ANWAR RASHEED,2009,NETPAC Award
143201,HEINOSUKE GOSHO,1953,Special Prize of the Senate of Berlin
143207,RANDHIR KAPOOR,1998,Filmfare Award
143209,DAVID LAMMERS,2011,Golden Calf
143216,NICOLAS BREVIÈRE,2003,Golden Iris
143220,ROBERTO GAVALDÓN,1986,Salvador Toscano Medal
143251,JACK GILL,2017,Actor
143262,ARNAUD DES PALLIÈRES,2013,Golden Iris
143273,PAUL BERCZELLER,2004,BAFTA TV Award
143275,SÍLVIA MUNT,2006,Barcelona Film Award
143302,TOBIAS INEICHEN,2002,3Sat Audience Award
143309,LINDA GOLDSTEIN KNOWLTON,2011,Audience Award
143314,UDO MAURER,2008,Amnesty Award
143315,JEREMY POWER REGIMBAL,2012,Gold Hugo
143316,VLADO KRISTL,2003,VG Bild-Kunst Honorary Award
143317,TOM HUCKABEE,2010,Grand Jury Prize
143319,LES BLAIR,1991,BAFTA TV Award
143327,JULIO BRACHO,1952,Silver Ariel
143336,RAJESH MAPUSKAR,2013,Popular Award
143337,ESAÚ DHARMA,2013,Goya
143338,GARRET WILLIAMS,1997,Georgia Mae Campbell Award
143342,JAMES MANFULL,2014,Emmy
143343,JEROME HELLMAN,1979,Oscar
143346,XAVI PUEBLA,2004,Best Director
143357,HAROLD PINTER,1984,Oscar
143378,MAITE ALBERDI,2015,Audience Award
143391,GUITA SCHYFTER,1994,Silver Ariel
143396,SANTIAGO MITRE,2015,Award of the Argentinean Academy
143444,CAMERON HOOD,2006,Montgomery Prize - Certificate of Excellence
143447,JEAN IMAGE,1984,International Fantasy Film Award
143448,AGNETA FAGERSTRÖM-OLSSON,1987,Grand Prix
143451,YVES THOMAS,2001,César
143454,DAVID SILVIO,2012,Honorable Mention
143455,SOHANLAL KANWAR,1973,Filmfare Award
143456,NICOLAS BENAMOU,2014,Special Jury Award
143458,SEO MUTAREVIC,2016,Festival Award
143459,JULIA IVANOVA,2010,Gold Hugo
143465,R.L. SCOTT,2015,Black Reel
143466,ANJA SALOMONOWITZ,2014,Austrian Film Award
143477,DAISUKE MIYAZAKI,2016,Tabloid Witch Award
