director_id,director,year,category
57287,ABBAS TYREWALA,2009,Apsara Award
57296,CURTIS RADCLYFFE,1988,Gold Hugo
57299,BILLY KENT,2006,Audience Award
57302,NEIL THOMPSON,2001,Primetime Emmy
57310,LATIF FAIZIYEV,1979,People's Artist of the Republic
57311,ALEKSANDR PTUSHKO,1946,Award
57318,ALEKSANDR ROU,1968,People's Artist of the Republic
57320,TAKHIR SABIROV,1966,People's Artist of the Republic
57321,GENNADI KAZANSKY,1953,Golden Lion
57322,VLADIMIR GRAMMATIKOV,1988,Cinekid Film Award
57325,JAMES RYAN,2000,Gold Medal
57327,SUZIE TEMPLETON,2008,Oscar
57353,KHYENTSE NORBU,2000,Special Jury Award
57373,CAROLINE THOMPSON,1994,Hugo
57377,JON S. BAIRD,2014,BAFTA Scotland Award
57381,SATOSHI MIKI,2008,Jury Prize
57384,MARC MUNDEN,2017,BAFTA TV Award
57409,JONAS ELMER,1998,Bodil
57415,MASAKI KOBAYASHI,1997,Special Award
57441,MICHAEL SIMON,2000,César
57443,MANNY RODRIGUEZ,2000,Primetime Emmy
57452,JOSH ORECK,2003,DVD Premiere Award
57454,ROHIT SHETTY,2014,Apsara Award
57465,C.B. HARDING,2013,Best Screen Play
57466,BRIAN KING,2014,Chainsaw Award
57467,BRAD ISAACS,1994,Primetime Emmy
57469,DIANE KURYS,1987,Palme d'Or
57480,FRED CAVAYÉ,2009,César
57481,ALAN COHN,1994,CableACE
57482,TOMASZ KONECKI,2000,Special Jury Prize
57483,F. JAVIER GUTIÉRREZ,2002,Short Award
57509,KEITH SAMPLES,2014,DGC Team Award
57512,MIN BYUNG-CHUN,2005,International Fantasy Film Award
57514,PAUL GROSS,2005,ACTRA Toronto Award of Excellence
57545,JOSH PATE,1998,Special Jury Prize
57547,NEEMA BARNETTE,2002,Best Film
57552,RICHARD THORPE,1954,Grand Prize of the Festival
57557,METIN HÜSEYIN,1998,BAFTA TV Award
57559,CHARLES STURRIDGE,2002,Primetime Emmy
57573,GARY WHEELER,2005,Crystal Heart Award
57578,GARETH LEWIS,2008,Audience Choice Award
57579,VIC SARIN,1992,Primetime Emmy
57611,CURT GEDA,2001,Annie
57618,DICK SEBAST,1993,Primetime Emmy
57619,TERRY INGRAM,2004,DGC Team Award
57622,CLAIRE DENIS,2013,Foxtel Movies International Award
57656,SAM PILLSBURY,2001,Grand Jury Prize
57661,FINA TORRES,2001,ALMA Award
57677,STERLING VAN WAGENEN,1986,Independent Spirit Award
57681,ABBAS KIAROSTAMI,1999,Silver Condor
57740,MARGARET BROWN,2015,Primetime Emmy
57753,YANN MOIX,2005,César
57754,THOMAS GILOU,1997,Audience Award
57761,YVAN ATTAL,1989,Prix Michel Simon
57770,THOMAS VINCENT,1999,Alfred Bauer Award
57776,GONZALO LÓPEZ-GALLEGO,2008,Grand Prize of European Fantasy Film in Silver
57785,LORRAINE LÉVY,2015,Best Screenplay
57788,BURT REYNOLDS,1998,Oscar
57845,CHRISTOPHER DUDDY,2005,Festival Trophy
57847,NANCY SAVOCA,2000,ALMA Award
57857,ROBERT CELESTINO,1997,Critics Award
57858,PAUL MOLONEY,2003,AFI Award
57860,Q. ALLAN BROCKA,2000,Bunny
57887,CLAUDE WHATHAM,1972,BAFTA TV Award
57890,JACK MESSITT,2008,Jury Award
57891,BARBARA KOPPLE,1991,Oscar
57941,KENJI MIZOGUCHI,1955,Blue Ribbon Award
57955,JOSE POZO,2004,Cristal
57958,VISHAL BHARDWAJ,2015,Apsara Award
57996,FUMINORI KIZAKI,2009,Primetime Emmy
57997,MAÏWENN,2015,Palme d'Or
58013,PIERRE-FRANÇOIS MARTIN-LAVAL,2006,Best Acting
58014,NICOLAS SAADA,2010,César
58019,ALEX PILLAI,1998,Silver FIPA
58021,MANMOHAN SINGH,2001,Filmfare Award
58024,MICKEY LIDDELL,2016,ACCA
58029,JOHN CROWLEY,2016,Alexander Korda Award for Best British Film
58056,FARHAN AKHTAR,2016,Apsara Award
58095,SIDDIQ BARMAK,2003,Special Mention
58114,MARIANNA PALKA,2008,New Director's Award
58119,MARK ILLSLEY,1999,Audience Award
58123,BILLY CORBEN,2015,Black Reel
58128,BOB SMEATON,1996,Primetime Emmy
58135,TOM KUNTZ,2001,Gold Hugo
58141,JAMES T. WALKER,2008,Primetime Emmy
58157,LINDSAY ANDERSON,1969,BAFTA Film Award
58166,HE PING,1996,Alfred Bauer Award - Honorable Mention
58179,FREDI M. MURER,2006,Audience Choice Award
58189,JACOB CHEUNG CHI-LEUNG,2007,Golden Bauhinia
58200,REX PIANO,2002,Silver Award
58204,ERIK POPPE,2017,Amanda
58230,BURNY MATTINSON,1984,Oscar
58235,SOI CHEANG,2008,Action Asia Award
58252,CHALERM WONGPIM,2007,National Film Association Award
58254,STEVEN SAWALICH,2007,Audience Award
58255,JOHN HOUGH,2013,Staff Pick
58261,ANDREW BIRKIN,1983,Oscar
58273,YAVUZ TURGUL,1993,Golden Orange
58283,ANDY CADIFF,1998,Monitor
58284,ERIC STYLES,2000,Emden Film Award
58287,SCOTT CAAN,2011,Golden Globe
58295,BERNIE DENK,2000,Daytime Emmy
58297,RUPERT WYATT,2012,Saturn Award
58306,SHELDON WILSON,2014,Documentary Film Award
58308,DAVID HOLLANDER,2016,Primetime Emmy
58310,TODD KESSLER,2005,Daytime Emmy
58314,TONY MCNAMARA,2013,AACTA Award
58327,DARREN GRANT,2005,BET Comedy Award
58329,ANDERS ENGSTRÖM,2007,Venla
58330,DEBORAH KAMPMEIER,2004,John Cassavetes Award
58340,ASH BARON-COHEN,1999,Gold Hugo
58345,RICHARD SEARS,1995,Canal+ Award
58348,HELLA JOOF,2015,Bodil
58361,ULRIK WIVEL,2014,Grand Prix
58366,RUNE BENDIXEN,2000,Best Film
58367,ROBERT CONNOLLY,2013,Asia Pacific Screen Award
58401,PETER H. HUNT,1983,ACE
58404,KARL GEURS,1998,Annie
58411,WILLIAM ROBERTS,2016,BTVA Video Game Voice Acting Award
58413,JOSH BECKER,1991,International Fantasy Film Award
58416,JEFF BETANCOURT,2010,Audience Award
58418,MARC ABRAHAM,2006,ACCA
58424,BRUCE TIMM,2008,Primetime Emmy
58439,JONATHAN GERSHFIELD,2011,BAFTA Children's Award
58446,AVI NESHER,1993,Grand Prize
58451,CHARLES KAUFMAN,1963,Oscar
58454,MATT ASELTON,2009,New Talent Grand PIX
58456,KEIICHI SUGIYAMA,2006,Cristal
58457,YELENA LANSKAYA,2007,Camie
58462,PATRIK-IAN POLK,2016,Black Reel
58468,HANS FJELLESTAD,2004,Audience Choice
58472,FRANKLIN GUERRERO JR.,2006,Jury Award
58474,ALISON EASTWOOD,2016,Panavision Spirit Award for Independent Cinema
58476,DOUGLAS MACKINNON,2016,BAFTA Scotland Award
58482,DANIEL KRIGE,2016,Festival Award
58486,RICHARD E. GRANT,2001,ACCA
58497,SCOTT MARSHALL SMITH,2001,Black Reel
58498,BO ARNE VIBENIUS,1998,Jan-Olof Rydqvist Memorial Diploma
58499,KURT VOELKER,1997,Audience Award
58503,LOUISE OSMOND,2008,Cinema Eye Audience Choice Prize
58508,OREN JACOBY,2005,Oscar
58515,HARRY ELFONT,2005,Razzie Award
58516,JORDAN BRADY,1999,Audience Choice Award
58518,GEOFF BENNETT,2014,AACTA Award
58520,JOSEPH CEDAR,2012,Jury High Commendation
58541,DAVID ONDAATJE,1997,Bronze Plaque Award
58542,ALEC JOLER,2007,Spirit of the Independent Award
58545,JESSICA SHARZER,2015,Primetime Emmy
58560,HAMISH HAMILTON,2015,Primetime Emmy
58568,TOM SHANKLAND,2015,Primetime Emmy
58580,ALEX STEYERMARK,2014,Audience Award
58581,JEAN-PHILIPPE TOUSSAINT,1998,Golden Pyramid
58583,BEN BURTT,2009,Oscar
58637,DAVID GIANCOLA,1994,Gold Award
58638,SHUNICHI NAGASAKI,2008,Action Asia Award
58645,JORDAN MELAMED,2002,Daring Digital Award
58646,MARÍA RIPOLL,2002,ALMA Award
58659,ROBERT HOUSTON,2014,Golden Reel Award
58666,JEFF FRANKLIN,1994,BMI TV Music Award
58670,MARC CARO,1993,BAFTA Film Award
58684,BOULI LANNERS,2016,Prize of the Ecumenical Jury
58721,HIDEAKI ANNO,2017,Award of the Japanese Academy
58733,PIXOTE HUNT,1995,International Fantasy Film Award
58734,WARREN MILLER,2012,Maverick Movie Award
58735,MICHAEL SCHROEDER,2007,Crystal Bear
58742,RASMUS HEIDE,2016,Robert
58748,MICHEL HAZANAVICIUS,2012,Oscar
58843,CHRISTOPHER SCOTT CHEROT,1999,Black Film Award
58848,JOHN HENDERSON,1996,BAFTA TV Award
58860,PEARRY REGINALD TEO,2003,Genre Award
58864,MIKE NAWROCKI,2004,Children's Jury Award
58866,MORTEN TYLDUM,2015,Oscar
58913,ELLA LEMHAGEN,2000,Silver Poznan Goat
58925,CHAZ THORNE,2007,Atlantic Canadian Award
58928,ARILD ØSTIN OMMUNDSEN,2013,Amanda
58939,THOR FREUDENTHAL,2005,Film Discovery Jury Award
58941,HANRO SMITSMAN,2011,Golden Poznan Goat
58963,SLOBODAN ŠIJAN,1985,Gold Hugo
58969,JURAJ JAKUBISKO,1997,Grand Jury Prize
58991,CHRISTOPHER REEVE,1999,Golden Globe
59012,DALLAS JENKINS,2015,Grand Jury Award
59023,BRUCE GOWERS,2009,Primetime Emmy
59041,JOHN WEILEY,1995,CINE Golden Eagle
59043,ISAAC FLORENTINE,2010,Action on Film Award
59044,RISA BRAMON GARCIA,1994,CableACE
59056,FRANK PAUR,1999,Primetime Emmy
59062,PAUL PROVENZA,1995,Actor
59064,JOEL SILBERG,2008,Lifetime Achievement Award
59065,GRANT GEE,2007,Sound & Vision Award
59068,ALBERT LAMORISSE,1979,Oscar
59080,STEPHEN FRY,1999,Golden Globe
59107,YUNG CHANG,2007,Joris Ivens Award
59138,ALEXANDER EIK,2001,Amanda
59140,LORENA PARLEE,2000,Audience Favorite Choice Award
59142,MAREK LOSEY,2010,Festival Award
59145,KATSUYUKI MOTOHIRO,2004,Award of the Japanese Academy
59150,MICHAEL MELSKI,2016,Atlantic Canadian Award
59156,J. MICHAEL STRACZYNSKI,2009,BAFTA Film Award
59167,LESLIE IWERKS,2007,Oscar
59173,DON COUTTS,2015,BAFTA Scotland Award
59182,DAVID STEINBERG,2014,Primetime Emmy
59205,JAMES FRANCO,2011,Oscar
59324,KATSUHITO ISHII,2011,Gold Hugo
59337,TAKASHI KOIZUMI,1999,Grand Jury Prize
59345,PATRICK CREADON,2008,Grand Jury Prize
59348,KEVIN ALLEN,2014,BAFTA Cymru Award
59351,PHIL DAVIS,2005,BAFTA Film Award
59365,JAMIE KING,2006,Critics Choice Award
59366,CHRISTOPHER DILLON QUINN,2006,Gold Hugo
59373,JEANNE LABRUNE,1992,Award of the Youth
59377,LAURENT DE BARTILLAT,2011,César
59380,ARNAUD LARRIEU,2008,C.I.C.A.E. Award
59392,PASCAL THOMAS,2009,César
59396,LAURENCE FERREIRA BARBOSA,1997,Award of the Youth
59405,HANY TAMBA,2008,Audience Award
59410,JOHN LLEWELLYN MOXEY,1974,Hugo
59411,CHARLES ROBERT CARNER,2002,Bronze Wrangler
59412,HIROYUKI MORITA,2003,Notable Entry
59413,DOMINIC BRIGSTOCKE,2013,BAFTA Children's Award
59428,ZAK PENN,1994,Saturn Award
59436,ADAM BHALA LOUGH,2003,Best Feature
59460,DAVID WEAVER,2012,DGC Craft Award
59465,VÍT OLMER,2003,Plushy Lion
59468,JAN HŘEBEJK,1999,Grand Jury Prize
59510,ZDENĚK SIROVÝ,1990,Special Grand Prize of the Jury
59512,WHIT STILLMAN,1991,Oscar
59544,RICHARD KWIETNIOWSKI,1999,Carl Foreman Award for the Most Promising Newcomer
59550,TODD LOUISO,1997,Best Short
59553,PAUL FEIG,2009,Primetime Emmy
59570,JEFF MAHLER,2006,Grand Jury Award
59571,SAGAR BALLARY,2008,Apsara Award
59572,DIBAKAR BANERJEE,2007,Best Indian Film
59576,ROBERT EDWARDS,1998,Best of Fest Award
59579,KUNDAN SHAH,1994,Filmfare Award
59580,PETER GLENVILLE,1965,Oscar
59588,CRAIG SINGER,2002,Jury Award
59589,BRIAN COSGROVE,1990,BAFTA TV Award
59602,VINCENT GARENQ,2011,Best Director
59610,DAVID CHARHON,2007,Audience Award
59611,TYLER PERRY,2009,Movies for Grownups Award
59649,GÖTZ SPIELMANN,2014,Austrian Film Award
59669,DIANE BERTRAND,2006,Golden Kinnaree Award
59674,EMMANUEL BOURDIEU,2006,Critics Week Grand Prize
59686,HARALD SICHERITZ,2012,Adolf Grimme Award
59693,CHAN HING-KA,2001,Hong Kong Film Award
59699,CARLO CARLEI,1993,David
59706,BRIAN HOOKS,2001,Video Premiere Award
59707,ANTHONY HARVEY,1969,Oscar
59715,WILLIAM DIETERLE,1938,Oscar
59721,MITCHELL ALTIERI,2017,Best Horror
59733,DANE COOK,2000,Pixie
59740,JORDAN ROBERTS,2015,Annie
59747,ANJELICA HUSTON,1991,Oscar
59840,ROB LETTERMAN,2009,Cristal
59843,DOUG ELLIN,2009,Primetime Emmy
59858,RUUD VAN HEMERT,2001,Grolsch Film Award
59859,NICK COPUS,2009,DGC Team Award
59863,NICK VALLELONGA,2012,Bronze Wrangler
59864,RICHARD BRANDES,2006,Festival Prize
59865,DAVID MALLET,2001,Primetime Emmy
59884,GREG MACGILLIVRAY,2001,Oscar
59889,ERIC EASON,2002,Special Jury Award
59901,JON REISS,1988,Certificate of Merit
59908,LENA KOPPEL,2004,Audience Award
59909,CHRISTOPHER LEITCH,1988,ACE
59910,KURT KUENNE,2002,Audience Award
59922,CATHERINE CYRAN,1994,Daytime Emmy
59923,DAVID WINNING,1989,Special Jury Award
60002,PETER SPEARS,1996,Audience Award
60003,PAUL FENECH,2011,Awgie Award
60005,SABINE BOSS,2015,3Sat Audience Award
60010,MARK HAEFELI,2006,Primetime Emmy
60012,ARMAND MASTROIANNI,2014,New Media Film Festival Award
60013,CLAUS DREXEL,2008,Prix Tournage
60020,TAKAHIKO AKIYAMA,2007,Grand Bell Award
60021,HANS CANOSA,2002,Audience Award
60026,LAURENT CHOUCHAN,1996,TV New Talent Award
60027,TRENT COOPER,2017,Emmy
60031,MICHAEL STEINER,2006,Cinekid Film Award - Honorable Mention
60038,TERUO ISHII,1994,Special Prize
60039,DANIEL G. KARSLAKE ,2007,Grand Jury Prize
60040,GLEN STEPHENS,2005,Gold Award
60041,SCOTT PRENDERGAST,2007,Filmmaker Award
60042,COLIN HIGGINS,1979,Golden Globe
60046,FRANK PERRY,1963,Oscar
60058,CHRIS GORAK,2009,Excellence in Production Design Award
60064,DAVID HUGH JONES,1994,CableACE
60066,FAUSTO BRIZZI,2006,Audience Award
60092,CARMELO BENE,1973,Palme d'Or
60096,CONOR MCMAHON,2012,Fright-Fest Award
60098,EMERIC PRESSBURGER,1949,Oscar
60112,GLENN STANDRING,1994,Jury Award
60120,LOUISE ALSTON,2008,Audience Award
60121,CLIFTON POWELL,2002,Best Performance by an Actor
60126,C. JAY COX,2003,Audience Award
60129,PASCALE POUZADOUX,2003,Special Mention
60133,LUCIEN JEAN-BAPTISTE,2009,Grand Prix
60137,GREGORY J. READ,2012,AACTA Award
60141,TED BAFALOUKOS,1994,VMA
60142,SIMON CELLAN JONES,2008,BAFTA TV Award
60154,LINCOLN RUCHTI,2007,Grand Jury Prize
60155,MARCO FILIBERTI,2003,Busto Arsizio Award
60159,AGNÈS MERLET,1994,Prix Tournage
60169,JASON PRIESTLEY,1995,Golden Globe
60191,EVAN MESZAROS,2008,Grand Jury Award
60193,MIKE SLEE,2012,Banff Rockie Award
60196,JET LI,2008,Asian Film Award
60214,MANI RATNAM,2007,Popular Award
60250,PETER SCHØNAU FOG,2006,Grand Jury Prize - Special Mention
60275,CHRISTIAN E. CHRISTIANSEN,2008,Oscar
60281,TAMAR YAROM,2007,Silver Wolf
60286,STEVE DE JARNATT,1988,International Fantasy Film Award
60290,JERRY LEWIS,2009,Jean Hersholt Humanitarian Award
60319,RAOUL WALSH,1946,Hugo
60326,KEI KATAOKA,2004,Tokyo Grand Prix
60327,ROGER NYGARD,2017,Primetime Emmy
60333,RYÛ MURAKAMI,1992,Silver Charybdis
60335,VIN DIESEL,2014,Hollywood Award
60373,EDWARD YANG,1991,Best Film
60417,BOYD KIRKLAND,1993,Daytime Emmy
60418,MICHAEL D. OLMOS,2013,ALMA Award
60421,JONATHAN OGILVIE,1996,Palme d'Or - Best Short Film
60425,TIM OLIEHOEK,2017,Banff Rockie Award
60432,ANNETTE K. OLESEN,2009,Prize of the Ecumenical Jury
60463,AAGE RAIS-NORDENTOFT,1996,UNICEF Award - Honorable Mention
60467,MARTIN HAGBJER,2005,Prize of the Children's Jury
60471,MORTEN HARTZ KAPLERS,2008,Bodil
60475,JACOB THUESEN,2005,Golden Berlin Bear
60490,PER FLY,2006,Bodil
60522,GERT FREDHOLM,1972,OCIC Award
60527,NICOLAS BOUKHRIEF,2010,Best of Puchon
60528,ANDERS GUSTAFSSON,2004,Best Nordic Newcomer
60538,NOÉMIE LVOVSKY,1991,Grand Prix
60567,JESPER W. NIELSEN,2002,Grand Jury Prize
60587,PERNILLE FISCHER CHRISTENSEN,2010,FIPRESCI Prize
60612,J.T. PETTY,2003,Special Jury Prize
60616,KARL FREUND,1955,Technical Achievement Award
60620,MILES SWAIN,2002,Audience Award
60623,JOEL SILVERMAN,2004,Humanitas Prize
60625,RAMAN HUI,2008,Annie
60632,TERRY CUNNINGHAM,2012,Hollywood Discovery Award
60634,JOHN H. LEE,2005,Grand Bell Award
60635,DOUGLAS JACKSON,1970,Oscar
60638,RODRIGO PLÁ,2008,Special Jury Award
60705,DICK POWELL,1946,Edgar
60708,JAMES SBARDELLATI,1998,Primetime Emmy
60710,NASH EDGERTON,2009,Best Editing
60763,BERTRAND BONELLO,2014,Palme d'Or
60787,VLADIMÍR MICHÁLEK,2001,Grand Jury Prize
60812,KARL ZERO,2013,Grand Prize Chéries-Chéris
60814,DENNIS FALLON,2008,Film Award
60816,WALTER GRAUMAN,1971,DGA Award
60817,MICHAEL SALOMON,1998,Primetime Emmy
60818,CHARLOTTE SACHS BOSTRUP,2015,Audience Award
60822,NATASHA ARTHY,2003,Grand Jury Prize
60836,KASPER BARFOED,2017,Streaming Award
60845,LEON ICHASO,2002,ALMA Award
60855,TONY MARTIN,1955,Primetime Emmy
60857,WILLIAM A. SEITER,1956,DGA Award
60860,ANTONIO HERNÁNDEZ,2000,Golden Pyramid
60874,MANUEL MARTÍN CUENCA,2004,Audience Award
60899,JANNIK HASTRUP,2006,Poznan Goat
60928,HENRIK RUBEN GENZ,2000,Oscar
60957,NACHO G. VELILLA,2009,FilmOut Festival Award
60964,ANDERS RØNNOW KLARLUND,2005,Golden Poznan Goat
60980,BILL CLARK,2002,Primetime Emmy
60994,OLIVER USSING,2010,C.I.F.E.J. Award
60996,ALAN ZASLOVE,1996,Daytime Emmy
61003,ANURAG KASHYAP,2015,BAFTA Film Award
61063,MOHIT SURI,2014,Popular Award
61064,HIROYUKI IMAISHI,2008,Notable Entry
61065,TOMEK BAGINSKI,2003,Oscar
61073,FRANK HENENLOTTER,2010,Splitizie
61076,KEVIN ALTIERI,1993,Daytime Emmy
61079,ROY ALLEN SMITH,1993,Primetime Emmy
61081,ALEX WINTER,2016,Top Audience Choice Award
61089,RASMUS A. SIVERTSEN,2014,Amanda
61094,KJELL SUNDVALL,1998,Grand Jury Prize
61099,FABRICE CAZENEUVE,1984,Silver Leopard
61101,MARTIN BARNEWITZ,2014,MovieZone Cinekid Award
61105,CHRISTINA ROSENDAHL,2016,Tiantian Award
61116,TOMAS VILLUM JENSEN,1997,Audience Award
61125,KRESTEN VESTBJERG ANDERSEN,2012,Cristal
61135,PAUL RACHMAN,1996,Prix Panavision
61141,RESHEF LEVY,2013,Award of the Israeli Film Academy
61145,LASSE ÅBERG,1992,Guldbagge
61148,NILS MALMROS,1998,Golden Berlin Bear
61179,CARSTEN MYLLERUP,2010,Honorary Award
61186,YUEN CHEUNG-YAN,1993,Golden Horse Award
61190,PAPRIKA STEEN,2002,Grand Jury Prize - Special Mention
61224,JOSH GILBERT,2006,Audience Award
61226,GIACOMO CAMPEOTTO,2004,Prize of the Children's Jury
61230,AVI LEWIS,2004,Documentary Award
61238,JØRGEN LERDAM,2014,Audience Award
61242,DAVID OSTRY,2001,Horizon Award - Special Recognition
61246,MICHAEL JAMES ROWLAND,2007,Asia Pacific Screen Award
61260,MARC GRACIE,2009,Best Director
61262,MATT OATES,2004,Platinum Award
61263,YOSHIHIRO NISHIMURA,2012,Gold Hugo
61267,J.J. LASK,2007,Grand Jury Prize
61268,ANNA REEVES,1994,Gold Plaque
61269,KIRBY DICK,2013,Oscar
61305,MARY STUART MASTERSON,2008,Audience Award
61314,MARK FERGUS,2007,Oscar
61335,PACO CABEZAS,2009,Pegasus Audience Award
61337,DOUG MCHENRY,2003,Black Reel
61339,METOD PEVEC,2004,Grand Prix
61352,C. THOMAS HOWELL,1984,Young Artist Award
61353,BRITT ALLCROFT,1985,BAFTA TV Award
61356,GARY HALVORSON,2005,Primetime Emmy
61384,ROB VANALKEMADE,2005,Festival Director's Award
61386,DONALD CROMBIE,2007,Cecil Holmes Award
61393,GRIFF FURST,2016,Festival Award
61394,SCOTT THOMAS,1997,Oscar
61461,RICHARD ELFMAN,1999,Best International Film
61464,DON MCKELLAR,2007,ACTRA Toronto Award
61515,GEN SEKIGUCHI,2005,Jury Prize
61519,HARMONY KORINE,2007,Un Certain Regard Award
61536,BLUTCH,2008,Cristal
61541,ALAIN DESROCHERS,1991,Golden Berlin Bear
61546,LUC DIONNE,2006,Genie
61548,SARAH WATT,2013,Byron Kennedy Award
61572,JOHN D. HANCOCK,1971,Oscar
61573,YOSHIYUKI TOMINO,2006,Career Achievement Award
61577,RICK FAMUYIWA,2015,AAFCA Award
61589,ANTTI-JUSSI ANNILA,2009,Silver Raven
61593,PHEDON PAPAMICHAEL,2014,Oscar
61625,JASON BOURQUE,2015,Festival Prize
61632,JOHN SUITS,2013,Audience Award
61633,HERBERT WISE,1982,Primetime Emmy
61639,ASTRA TAYLOR,2006,Best World Documentary
61640,HELEN AHLSSON,2005,Guldbagge
61641,LESLIE SMALL,2005,BET Comedy Award
61642,LEE DEMARBRE,2000,Judges Special Recognition
61646,JACK KENNY,2007,Silver Angel
61647,VANESSA PARISE,2003,Director's Award - Special Mention
61656,PICHA,1980,Palme d'Or
61657,AKIHIKO SHIOTA,2004,Award of the Japanese Academy
61675,PHIL PRICE,2007,Gemini
61677,MICHAEL COLDEWEY,2008,Special Award
61680,ERIK SKJOLDBJÆRG,2011,Amanda
61690,TETSURO TAKEUCHI,2001,Audience Award
61691,IAIN B. MACDONALD,2014,Primetime Emmy
61693,MICHAEL CHANG,2014,Primetime Emmy
61695,TADEUSZ CHMIELEWSKI,1959,Best Film
61701,LAURIE LYND,2013,Canadian Screen Award
61712,ERIC ROCHANT,1994,Palme d'Or
61723,SETH GROSSMAN,2004,Gold Hugo
61732,ROSS BOYASK,2015,Artemis
61733,FRANK LONGO,2000,Second Place
61738,NICK EVERHART,2013,Jury Prize
61739,BRYAN GORDON,2004,Primetime Emmy
61748,RENE DAALDER,1998,International Fantasy Film Award
61751,STAN LATHAN,2005,Primetime Emmy
61759,JEAN-PAUL LILIENFELD,2009,Banff Rockie Award
61763,SANDY SMOLAN,2014,Best Cinematography
61767,DAV KAUFMAN,2009,Award of Merit
61769,KOMPIN KEMGUMNIRD,2007,Cristal
61771,PHILIPPE CALAND,1998,Independent Spirit Award
61774,STEPHEN CHIODO,2007,Special Award
61776,MICHAEL GRAMAGLIA,2006,Grammy
61778,RENÉ LALOUX,1973,Special Award
61784,ROBIN HARDY,1979,Saturn Award
61785,SOPHON SAKDAPHISIT,2012,National Film Association Award
61787,MATT COOPER,2016,Best Feature Film
61790,SEAN MACLEOD PHILLIPS,2008,Film Achievement Award
61797,ARILD FRÖHLICH,2014,Amanda
61804,DAVID PARKER,2017,Oscar
61840,DALTON TRUMBO,1957,Oscar
61852,GILLES PAQUET-BRENNER,2001,Michel d'Ornano Award
61856,STIG BERGQVIST,1998,Grand Prize of the City of Portimão
61863,ZOYA AKHTAR,2012,Popular Award
61869,PRIYADARSHAN,2008,Popular Award
61873,GEETIKA NARANG,2008,Best Short Film
61875,TONY JAA,2011,Action Asia Award
61879,EDDY TERSTALL,2005,Canal+ International Award
61890,ROB LADUCA,2013,Daytime Emmy
61897,JANG YOON-HYEON,1998,Korean Association of Film Critics Award
61900,ERIC IDLE,1983,ACE
61903,RUDOLPH MATÉ,1945,Oscar
61908,ROBERTO SNEIDER,2009,Silver Condor
61918,SUNU GONERA,2008,Image Award
61921,GORDON FLEMYNG,1978,BAFTA TV Award
61922,DANIEL TAPLITZ,2012,AACTA Award
61925,UROŠ STOJANOVIĆ,2009,Narcisse Award
61928,MILČO MANČEVSKI,1997,Silver Condor
61950,JOEL HOPKINS,2002,Carl Foreman Award for the Most Promising Newcomer
61958,RICHARD LEDES,2012,Best North American Independent Film
61961,YVES PELLETIER,1997,Genie
61964,SERGIO ARAU,1999,Silver Ariel
61970,KEITH FULTON,2006,Special Jury Prize
61980,MARK MILGARD,2004,Independent Camera
61983,DAVID CAFFREY,2013,Broadcast Awards
61991,PHILIPP STÖLZL,2011,German Film Critics Award
62000,BOHDAN SLÁMA,2006,European Jury Award
62036,LESLIE HOWARD,1939,Oscar
62042,HONG SANG-SOO,2014,Black Pearl Award
62124,BRIAN SMRZ,2015,Actor
62131,LANCE MUNGIA,1996,Certificate of Merit
62134,KEN SHAPIRO,2007,Primetime Emmy
62135,MATTHEW OGENS,2015,Nesnady and Schwartz Documentary Competition
62138,STEVEN SCHACHTER,2005,Primetime Emmy
62148,TOMÁŠ VOREL,2006,Czech Lion
62152,WALTER LANG,1957,Oscar
62159,NISHIKANT KAMAT,2006,Swarovski Trophy
62166,PAULA VAN DER OEST,2003,Golden Swan
62203,ESPEN FYKSE,2007,Amanda
62205,SCOTT COFFEY,1990,Independent Spirit Award
62208,ROSS WEBER,2002,Genie
62213,ALBERT LEWIN,1953,DGA Award
62215,R. BALKI,2010,Popular Award
62221,UB IWERKS,1965,Academy Award of Merit
62225,FRED GUIOL,1957,Oscar
62228,NATHAN GRENO,2011,EDA Award
62233,CATE SHORTLAND,2012,Black Pearl Award
62285,JOHN HILLCOAT,2009,Audience Award
62299,LUIS VALDEZ,1983,Critics Award
62301,R. W. GOODWIN,1998,Primetime Emmy
62307,ALEXANDER SOKUROV,2003,Andrzej Wajda Freedom Award
